1558499,PDT001228010.1,2022-01-21T06:34:58Z,SAMN25143349,GCA_021548835.1
1576266,PDT001249761.1,2022-02-15T12:31:43Z,SAMN25941563,GCA_022329625.1
300740,PDT000241923.3,2017-09-21T06:33:55Z,SAMN07672318,GCA_012413485.1
986926,PDT000836192.1,2020-09-15T05:22:50Z,SAMN16127924,GCA_014536545.1
997073,PDT000857471.1,2020-10-08T05:26:53Z,SAMN16392231,GCA_015049205.1
1001157,PDT000860233.1,2020-10-13T04:22:36Z,SAMN16422597,GCA_014888975.1
1040649,PDT000904913.1,2020-12-06T06:25:19Z,SAMN17006828,GCA_015847415.1
1029857,PDT000898874.1,2020-11-27T05:25:32Z,SAMN16865093,GCA_015692105.1
1041346,PDT000905833.1,2020-12-08T06:22:09Z,SAMN17018714,GCA_015833635.1
980471,PDT000828491.1,2020-09-03T04:18:18Z,SAMN15969160,GCA_014454835.1
1051416,PDT000920066.1,2020-12-21T23:25:05Z,SAMN17124998,GCA_016243335.1
511859,PDT000324194.1,2018-06-06T05:59:09Z,SAMN09372486,GCA_014411245.1
995501,PDT000853689.1,2020-10-03T04:15:32Z,SAMN16354245,GCA_015154375.1
1070631,PDT000939854.1,2021-01-23T05:27:29Z,SAMN17497696,GCA_017235495.1
905489,PDT000854633.1,2020-10-05T04:23:48Z,SAMN16363753,GCA_015142075.1
1052005,PDT000920058.1,2020-12-21T22:27:15Z,SAMN17124990,GCA_016243695.1
1101953,PDT000969322.1,2021-02-21T06:27:18Z,SAMN18016446,GCA_016969195.1
1073456,PDT000943350.1,2021-01-29T06:18:59Z,SAMN17618329,GCA_017190235.1
1106658,PDT000971272.1,2021-02-24T05:29:56Z,SAMN18039490,GCA_016954455.1
633504,PDT000404824.2,2018-11-08T05:44:11Z,SAMN10392697,GCA_012065445.1
1089779,PDT000954709.1,2021-02-12T06:28:29Z,SAMN17882257,GCA_017032625.1
1128366,PDT000985401.1,2021-03-16T14:28:59Z,SAMN18314426,GCA_017739255.1
1013956,PDT000876362.1,2020-11-01T07:23:18Z,SAMN16618887,GCA_015221585.1
16AR1515,PDT000803415.1,2020-08-06T14:17:41Z,SAMN11381838,GCA_014098935.1
1240246,PDT001081027.1,2021-07-03T05:31:11Z,SAMN20013942,GCA_019108565.1
1029807,PDT001102629.1,2021-08-07T16:28:09Z,SAMN20550658,GCA_019539215.1
1037663,PDT001102778.1,2021-08-07T16:28:51Z,SAMN20550533,GCA_019532635.1
1141379,PDT000990527.1,2021-03-25T05:20:30Z,SAMN18475349,GCA_017717775.1
1085555,PDT000950351.1,2021-02-07T06:28:42Z,SAMN17822873,GCA_017082245.1
1078074,PDT001102742.1,2021-08-07T16:28:40Z,SAMN20550683,GCA_019536595.1
1032283,PDT000898889.1,2020-11-27T06:25:30Z,SAMN16930262,GCA_015692745.1
1034843,PDT001102817.1,2021-08-07T16:29:01Z,SAMN20550529,GCA_019531415.1
1064876,PDT000932691.1,2021-01-15T06:26:03Z,SAMN17316963,GCA_018029505.1
1158315,PDT001008753.1,2021-04-19T05:20:02Z,SAMN18791216,GCA_018097705.1
1164848,PDT001102776.1,2021-08-07T16:28:50Z,SAMN20550554,GCA_019532695.1
787286,PDT001103877.1,2021-08-07T19:30:01Z,SAMN20602993,GCA_019480045.1
877341,PDT000671994.1,2020-01-29T06:10:34Z,SAMN13937647,GCA_012649155.1
